sector,fulltitle,yes,no,average_wage,jobtype,exp_ed
RPR,     RPR-HEAVY VEHICLE AND MOBILE EQUIPMENT SERVICE TECHNICIANS AND MECHANICS,13443,229813,43494.3,HEAVY VEHICLE AND MOBILE EQUIPMENT SERVICE TECHNICIANS AND MECHANICS,High School
RPR,     RPR-SMALL ENGINE MECHANICS,3156,60108,22230.2,SMALL ENGINE MECHANICS,High School
RPR,"     RPR-MISCELLANEOUS VEHICLE AND MOBILE EQUIPMENT MECHANICS, INSTALLERS, AND REPAIRERS",2455,96544,23816.9,"MISCELLANEOUS VEHICLE AND MOBILE EQUIPMENT MECHANICS, INSTALLERS, AND REPAIRERS",High School
RPR,     RPR-CONTROL AND VALVE INSTALLERS AND REPAIRERS,876,23223,49057.7,CONTROL AND VALVE INSTALLERS AND REPAIRERS,Some College
RPR,"     RPR-HEATING, AIR CONDITIONING, AND REFRIGERATION MECHANICS AND INSTALLERS",12063,420311,36543,"HEATING, AIR CONDITIONING, AND REFRIGERATION MECHANICS AND INSTALLERS",High School
RPR,     RPR-HOME APPLIANCE REPAIRERS,2269,43703,28299.4,HOME APPLIANCE REPAIRERS,High School
RPR,     RPR-INDUSTRIAL AND REFRACTORY MACHINERY MECHANICS,21474,448933,43062.7,INDUSTRIAL AND REFRACTORY MACHINERY MECHANICS,High School
RPR,"     RPR-MAINTENANCE AND REPAIR WORKERS, GENERAL",28310,579630,36030.3,"MAINTENANCE AND REPAIR WORKERS, GENERAL",High School
RPR,"     RPR-MAINTENANCE WORKERS, MACHINERY",3336,36617,45266.1,"MAINTENANCE WORKERS, MACHINERY",High School
RPR,     RPR-MILLWRIGHTS,5058,54213,48518.2,MILLWRIGHTS,High School
RPR,     RPR-ELECTRICAL POWER-LINE INSTALLERS AND REPAIRERS,2701,130992,64071.5,ELECTRICAL POWER-LINE INSTALLERS AND REPAIRERS,Some College
RPR,     RPR-TELECOMMUNICATIONS LINE INSTALLERS AND REPAIRERS,5206,175859,42699.2,TELECOMMUNICATIONS LINE INSTALLERS AND REPAIRERS,Some College
RPR,     RPR-PRECISION INSTRUMENT AND EQUIPMENT REPAIRERS,3061,73990,38440.9,PRECISION INSTRUMENT AND EQUIPMENT REPAIRERS,Some College
RPR,"     RPR-COIN, VENDING, AND AMUSEMENT MACHINE SERVICERS AND REPAIRERS",2684,38456,23934.4,"COIN, VENDING, AND AMUSEMENT MACHINE SERVICERS AND REPAIRERS",Some College
RPR,     RPR-LOCKSMITHS AND SAFE REPAIRERS,2219,27575,29738.8,LOCKSMITHS AND SAFE REPAIRERS,High School
RPR,     RPR-RIGGERS,202,12711,43722.1,RIGGERS,High School
RPR,"     RPR-HELPERS--INSTALLATION, MAINTENANCE, AND REPAIR WORKERS",1236,29528,17992.8,"HELPERS--INSTALLATION, MAINTENANCE, AND REPAIR WORKERS",High School
RPR,"     RPR-MISCELLANEOUS INSTALLATION, MAINTENANCE, AND REPAIR",16373,349382,31198.1,"MISCELLANEOUS INSTALLATION, MAINTENANCE, AND REPAIR",High School
RPR,     PRD-FIRST-LINE SUPERVISORS OF PRODUCTION AND OPERATING WORKERS,35925,983308,51431.3,FIRST-LINE SUPERVISORS OF PRODUCTION AND OPERATING WORKERS,Some College
RPR,"     PRD-AIRCRAFT STRUCTURE, SURFACES, RIGGING, AND SYSTEMS ASSEMBLERS",215,8680,36480.5,"AIRCRAFT STRUCTURE, SURFACES, RIGGING, AND SYSTEMS ASSEMBLERS",High School
RPR,"     PRD-ELECTRICAL, ELECTRONICS, AND ELECTROMECHANICAL ASSEMBLERS",3983,164365,26666.8,"ELECTRICAL, ELECTRONICS, AND ELECTROMECHANICAL ASSEMBLERS",High School
RPR,     PRD-ENGINE AND OTHER MACHINE ASSEMBLERS,295,14661,33761.9,ENGINE AND OTHER MACHINE ASSEMBLERS,High School
RPR,     PRD-STRUCTURAL METAL FABRICATORS AND FITTERS,1079,35568,32864.3,STRUCTURAL METAL FABRICATORS AND FITTERS,High School
RPR,     PRD-MISCELLANEOUS ASSEMBLERS AND FABRICATORS,39044,1299126,25544.9,MISCELLANEOUS ASSEMBLERS AND FABRICATORS,High School
RPR,     PRD-BAKERS,5108,290294,17604.4,BAKERS,High School
PRD,"     PRD-BUTCHERS AND OTHER MEAT, POULTRY, AND FISH PROCESSING WORKERS",8353,320478,23338.4,"BUTCHERS AND OTHER MEAT, POULTRY, AND FISH PROCESSING WORKERS",High School
PRD,"     PRD-FOOD AND TOBACCO ROASTING, BAKING, AND DRYING MACHINE OPERATORS AND TENDERS",390,11066,25917.9,"FOOD AND TOBACCO ROASTING, BAKING, AND DRYING MACHINE OPERATORS AND TENDERS",High School
PRD,     PRD-FOOD BATCHMAKERS,2945,115285,19183.4,FOOD BATCHMAKERS,High School
PRD,     PRD-FOOD COOKING MACHINE OPERATORS AND TENDERS,669,11707,14819.7,FOOD COOKING MACHINE OPERATORS AND TENDERS,High School
PRD,"     PRD-FOOD PROCESSING WORKERS, ALL OTHER",3920,155530,27235.6,"FOOD PROCESSING WORKERS, ALL OTHER",High School
PRD,     PRD-COMPUTER CONTROL PROGRAMMERS AND OPERATORS,2840,104097,39628.5,COMPUTER CONTROL PROGRAMMERS AND OPERATORS,Some College
PRD,"     PRD-EXTRUDING AND DRAWING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",584,15347,31353.9,"EXTRUDING AND DRAWING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",High School
PRD,"     PRD-FORGING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",214,9036,35060.6,"FORGING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",High School
PRD,"     PRD-ROLLING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",691,9041,40947,"ROLLING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",High School
PRD,"     PRD-MACHINE TOOL CUTTING SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",9797,175223,27900.9,"MACHINE TOOL CUTTING SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",High School
PRD,     PRD-MACHINISTS,15902,395886,39595.1,MACHINISTS,High School
PRD,"     PRD-METAL FURNACE OPERATORS, TENDERS, POURERS, AND CASTERS",1819,24793,38318.2,"METAL FURNACE OPERATORS, TENDERS, POURERS, AND CASTERS",High School
PRD,"     PRD-MODEL MAKERS, PATTERNMAKERS, AND MOLDING MACHINE SETTERS, METAL AND PLASTIC",1415,57957,31534.6,"MODEL MAKERS, PATTERNMAKERS, AND MOLDING MACHINE SETTERS, METAL AND PLASTIC",High School
PRD,     PRD-TOOL AND DIE MAKERS,4298,65332,44120.7,TOOL AND DIE MAKERS,High School
PRD,"     PRD-WELDING, SOLDERING, AND BRAZING WORKERS",34249,729293,34537,"WELDING, SOLDERING, AND BRAZING WORKERS",High School
PRD,"     PRD-MISCELLANEOUS METAL WORKERS AND PLASTIC WORKERS, INCLUDING MULTIPLE MACHINE TOOL SETTERS",15162,505540,30137.3,"MISCELLANEOUS METAL WORKERS AND PLASTIC WORKERS, INCLUDING MULTIPLE MACHINE TOOL SETTERS",High School
PRD,     PRD-PREPRESS TECHNICIANS AND WORKERS,252,30981,25140.6,PREPRESS TECHNICIANS AND WORKERS,Some College
PRD,     PRD-PRINTING PRESS OPERATORS,8422,212315,28513,PRINTING PRESS OPERATORS,High School
PRD,     PRD-PRINT BINDING AND FINISHING WORKERS,612,27222,23164.4,PRINT BINDING AND FINISHING WORKERS,High School
PRD,     PRD-LAUNDRY AND DRY-CLEANING WORKERS,7491,246463,15551.4,LAUNDRY AND DRY-CLEANING WORKERS,High School
PRD,"     PRD-PRESSERS, TEXTILE, GARMENT, AND RELATED MATERIALS",1139,59405,14146.9,"PRESSERS, TEXTILE, GARMENT, AND RELATED MATERIALS",High School
PRD,     PRD-SEWING MACHINE OPERATORS,5169,252338,15843.5,SEWING MACHINE OPERATORS,High School
PRD,     PRD-SHOE AND LEATHER WORKERS,871,15824,15256,SHOE AND LEATHER WORKERS,High School
PRD,"     PRD-TAILORS, DRESSMAKERS, AND SEWERS",3706,93980,15136.1,"TAILORS, DRESSMAKERS, AND SEWERS",High School
PRD,"     PRD-TEXTILE BLEACHING AND DYEING, AND CUTTING MACHINE SETTERS, OPERATORS, AND TENDERS",1050,12763,20946.1,"TEXTILE BLEACHING AND DYEING, AND CUTTING MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD,"     PRD-TEXTILE KNITTING AND WEAVING MACHINE SETTERS, OPERATORS, AND TENDERS",681,10255,19473.7,"TEXTILE KNITTING AND WEAVING MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD,"     PRD-TEXTILE WINDING, TWISTING, AND DRAWING OUT MACHINE SETTERS, OPERATORS, AND TENDERS",0,16233,19542.9,"TEXTILE WINDING, TWISTING, AND DRAWING OUT MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD,     PRD-UPHOLSTERERS,2450,38353,19277,UPHOLSTERERS,High School
PRD,"     PRD-MISCELLANEOUS TEXTILE, APPAREL, AND FURNISHINGS WORKERS, EXCEPT UPHOLSTERERS",339,23135,23874.2,"MISCELLANEOUS TEXTILE, APPAREL, AND FURNISHINGS WORKERS, EXCEPT UPHOLSTERERS",High School
PRD,     PRD-CABINETMAKERS AND BENCH CARPENTERS,2677,57474,21784.4,CABINETMAKERS AND BENCH CARPENTERS,High School
PRD,     PRD-FURNITURE FINISHERS,931,17399,18171.7,FURNITURE FINISHERS,High School
PRD,"     PRD-SAWING MACHINE SETTERS, OPERATORS, AND TENDERS, WOOD",1842,42589,20248.2,"SAWING MACHINE SETTERS, OPERATORS, AND TENDERS, WOOD",High School
PRD,"     PRD-WOODWORKING MACHINE SETTERS, OPERATORS, AND TENDERS, EXCEPT SAWING",1287,19191,19380.3,"WOODWORKING MACHINE SETTERS, OPERATORS, AND TENDERS, EXCEPT SAWING",High School
PRD,"     PRD-MISCELLANEOUS WOODWORKERS, INCLUDING MODEL MAKERS AND PATTERNMAKERS",2151,39093,20726.2,"MISCELLANEOUS WOODWORKERS, INCLUDING MODEL MAKERS AND PATTERNMAKERS",High School
PRD,"     PRD-POWER PLANT OPERATORS, DISTRIBUTORS, AND DISPATCHERS",2333,53652,78251.6,"POWER PLANT OPERATORS, DISTRIBUTORS, AND DISPATCHERS",Some College
PRD,     PRD-STATIONARY ENGINEERS AND BOILER OPERATORS,6177,108655,51553.3,STATIONARY ENGINEERS AND BOILER OPERATORS,Some College
PRD,     PRD-WATER AND WASTEWATER TREATMENT PLANT AND SYSTEM OPERATORS,4388,92878,44531.3,WATER AND WASTEWATER TREATMENT PLANT AND SYSTEM OPERATORS,Some College
PRD,     PRD-MISCELLANEOUS PLANT AND SYSTEM OPERATORS,2816,50957,56570.7,MISCELLANEOUS PLANT AND SYSTEM OPERATORS,Some College
PRD,"     PRD-CHEMICAL PROCESSING MACHINE SETTERS, OPERATORS, AND TENDERS",1534,61931,44423.5,"CHEMICAL PROCESSING MACHINE SETTERS, OPERATORS, AND TENDERS",Some College
PRD,"     PRD-CRUSHING, GRINDING, POLISHING, MIXING, AND BLENDING WORKERS",2918,105761,33804.3,"CRUSHING, GRINDING, POLISHING, MIXING, AND BLENDING WORKERS",High School
PRD,     PRD-CUTTING WORKERS,3505,88494,21464.1,CUTTING WORKERS,High School
PRD,"     PRD-EXTRUDING, FORMING, PRESSING, AND COMPACTING MACHINE SETTERS, OPERATORS, AND TENDERS",1513,30754,30098.4,"EXTRUDING, FORMING, PRESSING, AND COMPACTING MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD,"     PRD-FURNACE, KILN, OVEN, DRIER, AND KETTLE OPERATORS AND TENDERS",711,16035,32291.8,"FURNACE, KILN, OVEN, DRIER, AND KETTLE OPERATORS AND TENDERS",High School
PRD,"     PRD-INSPECTORS, TESTERS, SORTERS, SAMPLERS, AND WEIGHERS",34367,964800,34500.9,"INSPECTORS, TESTERS, SORTERS, SAMPLERS, AND WEIGHERS",Some College
PRD,     PRD-JEWELERS AND PRECIOUS STONE AND METAL WORKERS,1684,51952,23325.4,JEWELERS AND PRECIOUS STONE AND METAL WORKERS,Some College
PRD,"     PRD-MEDICAL, DENTAL, AND OPHTHALMIC LABORATORY TECHNICIANS",3152,102568,28805.5,"MEDICAL, DENTAL, AND OPHTHALMIC LABORATORY TECHNICIANS",Some College
PRD,     PRD-PACKAGING AND FILLING MACHINE OPERATORS AND TENDERS,8301,345195,19924.4,PACKAGING AND FILLING MACHINE OPERATORS AND TENDERS,High School
PRD,     PRD-PAINTING WORKERS,3582,180835,29455.3,PAINTING WORKERS,High School
PRD,     PRD-PHOTOGRAPHIC PROCESS WORKERS AND PROCESSING MACHINE OPERATORS,517,37184,26782.8,PHOTOGRAPHIC PROCESS WORKERS AND PROCESSING MACHINE OPERATORS,Some College
PRD,     PRD-ADHESIVE BONDING MACHINE OPERATORS AND TENDERS,272,10500,24233,ADHESIVE BONDING MACHINE OPERATORS AND TENDERS,High School
PRD,     PRD-ETCHERS AND ENGRAVERS,468,12259,21913.7,ETCHERS AND ENGRAVERS,Some College
PRD,"     PRD-MOLDERS, SHAPERS, AND CASTERS, EXCEPT METAL AND PLASTIC",1318,36372,27755.7,"MOLDERS, SHAPERS, AND CASTERS, EXCEPT METAL AND PLASTIC",High School
PRD,"     PRD-PAPER GOODS MACHINE SETTERS, OPERATORS, AND TENDERS",1335,28391,28850,"PAPER GOODS MACHINE SETTERS, OPERATORS, AND TENDERS",High School
PRD,     PRD-TIRE BUILDERS,950,15937,38975.5,TIRE BUILDERS,High School
PRD,     PRD-HELPERS-PRODUCTION WORKERS,1457,69663,17984.8,HELPERS-PRODUCTION WORKERS,High School
PRD,"     PRD-MISCELLANEOUS PRODUCTION WORKERS, INCLUDING SEMICONDUCTOR PROCESSORS",50732,1569682,28542.5,"MISCELLANEOUS PRODUCTION WORKERS, INCLUDING SEMICONDUCTOR PROCESSORS",High School
TRN,     TRN-SUPERVISORS OF TRANSPORTATION AND MATERIAL MOVING WORKERS,6856,246903,44806.9,SUPERVISORS OF TRANSPORTATION AND MATERIAL MOVING WORKERS,Some College
TRN,     TRN-AIRCRAFT PILOTS AND FLIGHT ENGINEERS,3556,162939,107038.6,AIRCRAFT PILOTS AND FLIGHT ENGINEERS,Bachelor Degree
TRN,     TRN-AIR TRAFFIC CONTROLLERS AND AIRFIELD OPERATIONS SPECIALISTS,1267,49912,74452.2,AIR TRAFFIC CONTROLLERS AND AIRFIELD OPERATIONS SPECIALISTS,Some College
TRN,     TRN-FLIGHT ATTENDANTS,1413,114842,38985.8,FLIGHT ATTENDANTS,Some College
TRN,"     TRN-AMBULANCE DRIVERS AND ATTENDANTS, EXCEPT EMERGENCY MEDICAL TECHNICIANS",624,16290,21931.6,"AMBULANCE DRIVERS AND ATTENDANTS, EXCEPT EMERGENCY MEDICAL TECHNICIANS",Some College
TRN,     TRN-BUS DRIVERS,32666,739400,22476.6,BUS DRIVERS,Some College
TRN,     TRN-DRIVER/SALES WORKERS AND TRUCK DRIVERS,165531,4091660,31838,DRIVER/SALES WORKERS AND TRUCK DRIVERS,High School
TRN,     TRN-TAXI DRIVERS AND CHAUFFEURS,19369,506818,17466.1,TAXI DRIVERS AND CHAUFFEURS,Some College
TRN,"     TRN-MOTOR VEHICLE OPERATORS, ALL OTHER",8044,69788,11969.2,"MOTOR VEHICLE OPERATORS, ALL OTHER",Some College
TRN,     TRN-LOCOMOTIVE ENGINEERS AND OPERATORS,2270,48974,70658.7,LOCOMOTIVE ENGINEERS AND OPERATORS,Some College
TRN,     TRN-RAILROAD CONDUCTORS AND YARDMASTERS,1949,64160,55472.1,RAILROAD CONDUCTORS AND YARDMASTERS,Some College
TRN,"     TRN-SUBWAY, STREETCAR, AND OTHER RAIL TRANSPORTATION WORKERS",1001,23586,44642.2,"SUBWAY, STREETCAR, AND OTHER RAIL TRANSPORTATION WORKERS",Some College
TRN,"     TRN-SAILORS AND MARINE OILERS, AND SHIP ENGINEERS",1185,43520,42117.6,"SAILORS AND MARINE OILERS, AND SHIP ENGINEERS",Some College
TRN,     TRN-SHIP AND BOAT CAPTAINS AND OPERATORS,1462,58567,59330.2,SHIP AND BOAT CAPTAINS AND OPERATORS,Some College
TRN,     TRN-PARKING LOT ATTENDANTS,2827,108806,16359.6,PARKING LOT ATTENDANTS,High School
TRN,     TRN-AUTOMOTIVE AND WATERCRAFT SERVICE ATTENDANTS,2471,124989,15233.8,AUTOMOTIVE AND WATERCRAFT SERVICE ATTENDANTS,High School
TRN,     TRN-TRANSPORTATION INSPECTORS,3509,51028,47222.3,TRANSPORTATION INSPECTORS,Some College
TRN,"     TRN-TRANSPORTATION ATTENDANTS, EXCEPT FLIGHT ATTENDANTS",1606,42686,19798.1,"TRANSPORTATION ATTENDANTS, EXCEPT FLIGHT ATTENDANTS",High School
TRN,"     TRN-MISCELLANEOUS TRANSPORTATION WORKERS, INCLUDING BRIDGE AND LOCK TENDERS AND TRAFFIC TECHNICIANS",1263,36657,36233.3,"MISCELLANEOUS TRANSPORTATION WORKERS, INCLUDING BRIDGE AND LOCK TENDERS AND TRAFFIC TECHNICIANS",Some College
TRN,     TRN-CRANE AND TOWER OPERATORS,4164,65706,54529.5,CRANE AND TOWER OPERATORS,High School
TRN,"     TRN-DREDGE, EXCAVATING, AND LOADING MACHINE OPERATORS",2657,41046,29435.3,"DREDGE, EXCAVATING, AND LOADING MACHINE OPERATORS",High School
TRN,"     TRN-CONVEYOR OPERATORS AND TENDERS, AND HOIST AND WINCH OPERATORS",157,17207,36807.8,"CONVEYOR OPERATORS AND TENDERS, AND HOIST AND WINCH OPERATORS",High School
TRN,     TRN-INDUSTRIAL TRUCK AND TRACTOR OPERATORS,21319,684992,27009.2,INDUSTRIAL TRUCK AND TRACTOR OPERATORS,High School
TRN,     TRN-CLEANERS OF VEHICLES AND EQUIPMENT,11813,489717,15399.6,CLEANERS OF VEHICLES AND EQUIPMENT,High School
TRN,"     TRN-LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND",77508,2997010,19586.6,"LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND",High School
TRN,     TRN-MACHINE FEEDERS AND OFFBEARERS,1235,38032,17685.7,MACHINE FEEDERS AND OFFBEARERS,High School
TRN,"     TRN-PACKERS AND PACKAGERS, HAND",14731,685877,15303.1,"PACKERS AND PACKAGERS, HAND",High School
TRN,     TRN-PUMPING STATION OPERATORS,1745,32000,46409.8,PUMPING STATION OPERATORS,High School
TRN,     TRN-REFUSE AND RECYCLABLE MATERIAL COLLECTORS,4839,130255,20268.5,REFUSE AND RECYCLABLE MATERIAL COLLECTORS,High School
TRN,"     TRN-MISCELLANEOUS MATERIAL MOVING WORKERS, INCLUDING MINE SHUTTLE CAR OPERATORS, AND TANK CAR, TRUCK, AND SHIP LOADERS",3597,71013,30598.8,"MISCELLANEOUS MATERIAL MOVING WORKERS, INCLUDING MINE SHUTTLE CAR OPERATORS, AND TANK CAR, TRUCK, AND SHIP LOADERS",High School
MIL,     MIL-MILITARY OFFICER SPECIAL AND TACTICAL OPERATIONS LEADERS,2817,46277,58631.2,MILITARY OFFICER SPECIAL AND TACTICAL OPERATIONS LEADERS,Bachelor Degree
MIL,     MIL-FIRST-LINE ENLISTED MILITARY SUPERVISORS,6716,104302,51594.2,FIRST-LINE ENLISTED MILITARY SUPERVISORS,Some College
MIL,     MIL-MILITARY ENLISTED TACTICAL OPERATIONS AND AIR/WEAPONS SPECIALISTS AND CREW MEMBERS,5150,166369,24305.7,MILITARY ENLISTED TACTICAL OPERATIONS AND AIR/WEAPONS SPECIALISTS AND CREW MEMBERS,Some College
MIL,"     MIL-MILITARY, RANK NOT SPECIFIED **",7929,267048,40756.4,"MILITARY, RANK NOT SPECIFIED **",Some College
NA,     UNEMPLOYED AND LAST WORKED 5 YEARS AGO OR EARLIER OR NEVER WORKED **,43351,2090523,0,UNEMPLOYED AND LAST WORKED 5 YEARS AGO OR EARLIER OR NEVER WORKED **,High School
